SupLeftR,SupLeftA,SupLeftS,SupRightR,SupRightA,SupRightS,LeftR,LeftA,LeftS,RightR,RightA,RightS,InfLeftR,InfLeftA,InfLeftS,InfRightR,InfRightA,InfRightS,SupAntR,SupAntA,SupAntS,InfAntR,InfAntA,InfAntS
-55.6633,-74.1096,359.482,0.149448,-63.2649,360.367,-52.6982,-75.4194,329.406,-2.19028,-65.5006,343.488,-51.0725,-71.2431,308.426,2.48714,-67.8057,322.111,-35.8528,-20.481,341.2,-30.7979,-18.3801,325.948
-52.6982,-75.4194,329.406,-2.19028,-65.5006,343.488,-51.0725,-71.2431,308.426,2.48714,-67.8057,322.111,-44.5812,-65.0335,283.699,9.34365,-70.0355,299.157,-29.7188,-17.9386,322.248,-20.0754,-13.9993,305.599
-51.0725,-71.2431,308.426,2.48714,-67.8057,322.111,-44.5812,-65.0335,283.699,9.34365,-70.0355,299.157,-38.6579,-58.0574,264.396,11.7653,-70.8559,270.262,-16.8462,-13.2683,302.66,-10.2036,-9.97087,285.535
-44.5812,-65.0335,283.699,9.34365,-70.0355,299.157,-38.6579,-58.0574,264.396,11.7653,-70.8559,270.262,-38.3862,-52.0783,248.872,11.4884,-67.1911,242.793,-9.21273,-8.85991,282.28,-4.59551,-4.1565,263.999
-38.6579,-58.0574,264.396,11.7653,-70.8559,270.262,-38.3862,-52.0783,248.872,11.4884,-67.1911,242.793,-40.8958,-48.5636,231.952,7.4895,-61.1273,212.593,-3.30062,-2.71068,259.753,-4.65007,0.166376,242.414
-38.3862,-52.0783,248.872,11.4884,-67.1911,242.793,-40.8958,-48.5636,231.952,7.4895,-61.1273,212.593,-45.5209,-46.8462,215.99,-0.547553,-54.0227,190.356,-3.3746,1.6968,236.481,-11.095,4.68434,219.041
-40.8958,-48.5636,231.952,7.4895,-61.1273,212.593,-45.5209,-46.8462,215.99,-0.547553,-54.0227,190.356,-53.2361,-45.1183,187.467,-8.65482,-42.2431,167.959,-11.6754,6.06676,213.824,-22.9354,11.2884,194.276
-45.5209,-46.8462,215.99,-0.547553,-54.0227,190.356,-53.2361,-45.1183,187.467,-8.65482,-42.2431,167.959,-61.1647,-40.8379,148.89,-22.0458,-37.9245,143.103,-25.9351,13.3029,188.131,-39.5708,16.343,169.201
-53.2361,-45.1183,187.467,-8.65482,-42.2431,167.959,-61.1647,-40.8379,148.89,-22.0458,-37.9245,143.103,-77.4442,-33.0258,118.766,-11.7148,-24.3316,117.293,-42.8008,18.5346,162.581,-49.4443,21.8412,140.904
-61.1647,-40.8379,148.89,-22.0458,-37.9245,143.103,-77.4442,-33.0258,118.766,-11.7148,-24.3316,117.293,-79.9137,-23.406,85.613,-10.9131,-20.5324,87.1222,-52.3031,24.2588,134.168,-51.8308,27.9477,109.283
-77.4442,-33.0258,118.766,-11.7148,-24.3316,117.293,-79.9137,-23.406,85.613,-10.9131,-20.5324,87.1222,-83.8299,-15.687,49.8956,1.03504,-13.9924,56.3906,-48.9145,30.7897,100.389,-46.1938,36.8742,79.0665
-79.9137,-23.406,85.613,-10.9131,-20.5324,87.1222,-83.8299,-15.687,49.8956,1.03504,-13.9924,56.3906,-79.8139,-8.5575,16.6711,5.05101,-6.8629,23.1661,-42.498,40.1518,67.0048,-38.0379,44.4702,41.1611
-33.0082,-23.6642,-17.2122,27.28,-20.8594,-11.8547,-31.6181,-31.9675,-40.0915,28.6701,-29.1627,-34.734,-31.1828,-40.0068,-61.7576,31.015,-37.7301,-58.8265,-1.97302,14.4856,-45.4804,-0.552387,10.1174,-62.7359
-31.6181,-31.9675,-40.0915,28.6701,-29.1627,-34.734,-31.1828,-40.0068,-61.7576,31.015,-37.7301,-58.8265,-31.188,-47.3443,-83.7158,33.7715,-45.3986,-81.7744,-0.534798,9.13054,-66.9443,0.569692,4.64909,-84.8689
-31.1828,-40.0068,-61.7576,31.015,-37.7301,-58.8265,-31.188,-47.3443,-83.7158,33.7715,-45.3986,-81.7744,-28.687,-56.5795,-108.138,35.0872,-54.4059,-107.709,1.61589,3.64012,-88.4717,0.710288,-2.52195,-108.625
-31.188,-47.3443,-83.7158,33.7715,-45.3986,-81.7744,-28.687,-56.5795,-108.138,35.0872,-54.4059,-107.709,-28.8463,-65.2283,-136.083,34.4738,-62.2328,-137.337,1.06455,-2.94089,-113.074,0.833849,-8.82417,-130.611
-28.687,-56.5795,-108.138,35.0872,-54.4059,-107.709,-28.8463,-65.2283,-136.083,34.4738,-62.2328,-137.337,-31.5043,-69.2828,-162.983,31.3026,-65.8146,-167.559,0.856117,-9.9599,-136.126,-1.54707,-13.0892,-153.516
-28.8463,-65.2283,-136.083,34.4738,-62.2328,-137.337,-31.5043,-69.2828,-162.983,31.3026,-65.8146,-167.559,-31.8219,-69.2205,-191.975,27.4285,-65.8194,-194.612,-1.89076,-13.6536,-159.838,-4.353,-14.0887,-176.401
-31.5043,-69.2828,-162.983,31.3026,-65.8146,-167.559,-31.8219,-69.2205,-191.975,27.4285,-65.8194,-194.612,-33.8051,-64.6722,-222.841,21.7054,-59.8319,-226.098,-5.05108,-14.8515,-184.523,-6.12316,-13.2069,-199.643
-31.8219,-69.2205,-191.975,27.4285,-65.8194,-194.612,-33.8051,-64.6722,-222.841,21.7054,-59.8319,-226.098,-31.0876,-54.7209,-253.937,12.5359,-48.4607,-258.303,-7.54626,-10.493,-209.001,-11.0486,-5.38303,-225.746
-33.8051,-64.6722,-222.841,21.7054,-59.8319,-226.098,-31.0876,-54.7209,-253.937,12.5359,-48.4607,-258.303,-40.7433,-40.3712,-285.511,14.8206,-31.9677,-287.913,-11.0468,-2.45639,-234.143,-14.7877,6.30883,-252.685
-31.0876,-54.7209,-253.937,12.5359,-48.4607,-258.303,-40.7433,-40.3712,-285.511,14.8206,-31.9677,-287.913,-48.7351,-32.0217,-312.253,15.5034,-21.9904,-314.55,-15.7787,9.7512,-261.028,-17.7098,17.7576,-284.202
-40.7433,-40.3712,-285.511,14.8206,-31.9677,-287.913,-48.7351,-32.0217,-312.253,15.5034,-21.9904,-314.55,-57.9851,-25.68,-345.152,20.5469,-14.8342,-348.724,-20.1231,22.4443,-292.896,-22.8225,29.6936,-319.764
-48.7351,-32.0217,-312.253,15.5034,-21.9904,-314.55,-57.9851,-25.68,-345.152,20.5469,-14.8342,-348.724,-60.0884,-18.931,-378.688,18.4437,-8.08525,-382.26,-22.5227,33.1757,-329.206,-24.1572,35.6052,-357.622
-39.0944,-52.4695,-3.9821,11.1113,-48.7712,3.2164,-34.9621,-59.8082,-22.36,15.2436,-56.1099,-15.1615,-29.4418,-66.4523,-38.9772,17.9879,-64.1433,-35.3001,-10.6079,-21.3494,-24.879,-7.94702,-24.6155,-38.9245
-34.9621,-59.8082,-22.36,15.2436,-56.1099,-15.1615,-29.4418,-66.4523,-38.9772,17.9879,-64.1433,-35.3001,-28.8017,-72.1626,-57.1407,20.2275,-71.0653,-56.5856,-6.95439,-25.5722,-43.4625,-4.22349,-29.3671,-57.9743
-29.4418,-66.4523,-38.9772,17.9879,-64.1433,-35.3001,-28.8017,-72.1626,-57.1407,20.2275,-71.0653,-56.5856,-28.3551,-77.3275,-76.4157,22.9984,-76.6258,-78.0749,-4.16743,-30.404,-61.3032,-3.69813,-33.1612,-75.2645
-28.8017,-72.1626,-57.1407,20.2275,-71.0653,-56.5856,-28.3551,-77.3275,-76.4157,22.9984,-76.6258,-78.0749,-28.1672,-80.3532,-100.624,19.91,-80.2394,-104.029,-3.35984,-33.4881,-79.0651,-3.25081,-35.4614,-93.6039
-28.3551,-77.3275,-76.4157,22.9984,-76.6258,-78.0749,-28.1672,-80.3532,-100.624,19.91,-80.2394,-104.029,-31.355,-80.3579,-124.481,19.3081,-78.3417,-130.369,-3.2895,-34.7612,-98.1715,-5.19144,-35.2472,-113.235
-28.1672,-80.3532,-100.624,19.91,-80.2394,-104.029,-31.355,-80.3579,-124.481,19.3081,-78.3417,-130.369,-32.5759,-76.469,-148.084,15.6313,-75.0946,-153.837,-5.86598,-34.6211,-115.845,-8.22759,-32.1622,-131.975
-31.355,-80.3579,-124.481,19.3081,-78.3417,-130.369,-32.5759,-76.469,-148.084,15.6313,-75.0946,-153.837,-33.2852,-72.0556,-171.703,11.0631,-71.3695,-173.679,-7.34319,-30.6141,-136.166,-8.43821,-27.6172,-152.716
-32.5759,-76.469,-148.084,15.6313,-75.0946,-153.837,-33.2852,-72.0556,-171.703,11.0631,-71.3695,-173.679,-33.8917,-64.4788,-192.589,6.71549,-64.9852,-197.416,-10.0931,-25.9984,-158.391,-11.1788,-22.6839,-174.03
-33.2852,-72.0556,-171.703,11.0631,-71.3695,-173.679,-33.8917,-64.4788,-192.589,6.71549,-64.9852,-197.416,-30.8978,-56.1312,-219.086,1.3142,-55.423,-224.081,-11.8788,-20.9024,-179.89,-13.3037,-16.3492,-194.822
-33.8917,-64.4788,-192.589,6.71549,-64.9852,-197.416,-30.8978,-56.1312,-219.086,1.3142,-55.423,-224.081,-44.3365,-45.4358,-244.484,9.84612,-40.5966,-251.014,-14.6272,-14.0336,-201.103,-15.7911,-7.02736,-218.068
-30.8978,-56.1312,-219.086,1.3142,-55.423,-224.081,-44.3365,-45.4358,-244.484,9.84612,-40.5966,-251.014,-49.9898,-39.248,-267.743,10.5213,-32.0367,-276.254,-17.0653,-5.26735,-223.902,-19.1035,2.48075,-243.993
-44.3365,-45.4358,-244.484,9.84612,-40.5966,-251.014,-49.9898,-39.248,-267.743,10.5213,-32.0367,-276.254,-52.4789,-31.8741,-291.993,8.03224,-24.6629,-300.504,-19.9768,5.74038,-251.121,-22.4756,12.8141,-272.196
-16.1388,72.9491,92.5095,43.9068,51.6013,91.9273,-20.1211,62.4998,77.991,39.9245,41.152,77.4088,-22.7267,51.638,62.7054,34.5655,31.1152,63.6574,15.3627,78.3653,74.499,14.086,76.6175,56.9946
-20.1211,62.4998,77.991,39.9245,41.152,77.4088,-22.7267,51.638,62.7054,34.5655,31.1152,63.6574,-26.5214,42.3639,46.5858,28.2963,20.4402,44.456,13.9238,72.2998,50.9724,11.0797,68.4763,36.1802
-22.7267,51.638,62.7054,34.5655,31.1152,63.6574,-26.5214,42.3639,46.5858,28.2963,20.4402,44.456,-31.0472,33.6196,32.2156,21.8946,9.83126,26.093,9.64608,67.4993,31.8564,4.98419,62.8059,19.1448
-26.5214,42.3639,46.5858,28.2963,20.4402,44.456,-31.0472,33.6196,32.2156,21.8946,9.83126,26.093,-35.6133,25.4994,17.298,15.0189,2.06424,8.30115,3.90417,60.726,15.0509,-1.35601,55.1724,4.92229
-31.0472,33.6196,32.2156,21.8946,9.83126,26.093,-35.6133,25.4994,17.298,15.0189,2.06424,8.30115,-41.0705,17.6571,1.3783,8.38616,-3.82037,-8.78157,-2.53372,53.5199,0.408923,-7.27242,49.2586,-10.3427
-35.6133,25.4994,17.298,15.0189,2.06424,8.30115,-41.0705,17.6571,1.3783,8.38616,-3.82037,-8.78157,-48.8956,13.0884,-15.0457,1.30138,-9.85279,-28.2052,-8.37885,49.5141,-14.9513,-13.3456,46.9716,-26.9737
-41.0705,17.6571,1.3783,8.38616,-3.82037,-8.78157,-48.8956,13.0884,-15.0457,1.30138,-9.85279,-28.2052,-55.5363,7.21055,-31.8255,-8.51721,-14.6235,-47.886,-14.8628,45.2521,-30.8679,-20.5065,43.4321,-42.4884
-48.8956,13.0884,-15.0457,1.30138,-9.85279,-28.2052,-55.5363,7.21055,-31.8255,-8.51721,-14.6235,-47.886,-63.1152,1.61681,-49.789,-18.2976,-18.4268,-64.6801,-22.9309,42.4907,-48.6105,-27.7663,39.5311,-60.4923
-55.5363,7.21055,-31.8255,-8.51721,-14.6235,-47.886,-63.1152,1.61681,-49.789,-18.2976,-18.4268,-64.6801,-71.0478,-2.25201,-67.7143,-30.2761,-21.3636,-83.8995,-30.7835,38.6394,-67.5278,-37.1102,35.7973,-79.6061
-63.1152,1.61681,-49.789,-18.2976,-18.4268,-64.6801,-71.0478,-2.25201,-67.7143,-30.2761,-21.3636,-83.8995,-76.6377,-4.33248,-86.6586,-39.2566,-20.9952,-101.296,-40.7322,35.1365,-84.4579,-49.136,32.4616,-97.5363
-71.0478,-2.25201,-67.7143,-30.2761,-21.3636,-83.8995,-76.6377,-4.33248,-86.6586,-39.2566,-20.9952,-101.296,-87.0377,-4.68722,-114.718,-53.5509,-19.8317,-124.36,-51.0451,31.293,-103.928,-59.7469,30.604,-118.522
-76.6377,-4.33248,-86.6586,-39.2566,-20.9952,-101.296,-87.0377,-4.68722,-114.718,-53.5509,-19.8317,-124.36,-101.425,-7.31135,-137.041,-50.2984,-20.9821,-151.335,-61.4236,30.2684,-123.858,-69.8573,29.0129,-140.748
-87.0377,-4.68722,-114.718,-53.5509,-19.8317,-124.36,-101.425,-7.31135,-137.041,-50.2984,-20.9821,-151.335,-111.37,-8.13979,-162.318,-53.6976,-21.9925,-175.779,-70.7013,28.8282,-145.84,-76.3785,29.2901,-163.694
-101.425,-7.31135,-137.041,-50.2984,-20.9821,-151.335,-111.37,-8.13979,-162.318,-53.6976,-21.9925,-175.779,-122.533,-6.56329,-196.499,-52.3698,-23.1425,-201.642,-78.929,29.4474,-168.789,-81.2095,31.065,-187.673
-111.37,-8.13979,-162.318,-53.6976,-21.9925,-175.779,-122.533,-6.56329,-196.499,-52.3698,-23.1425,-201.642,-121.751,-0.742324,-227.571,-54.0151,-12.1021,-227.398,-82.3392,31.2407,-194.15,-83.7596,33.4769,-215.339
-122.533,-6.56329,-196.499,-52.3698,-23.1425,-201.642,-121.751,-0.742324,-227.571,-54.0151,-12.1021,-227.398,-122.738,1.87101,-259.49,-48.1237,-7.79429,-252.407,-83.7587,33.2799,-226.871,-83.7505,31.5594,-249.639
-121.751,-0.742324,-227.571,-54.0151,-12.1021,-227.398,-122.738,1.87101,-259.49,-48.1237,-7.79429,-252.407,-120.286,5.33158,-287.954,-45.6715,-4.33372,-280.871,-82.6083,29.4383,-259.077,-79.7256,25.4303,-276.712
-56.5019,-55.3488,374.96,4.93428,-55.8232,377.327,-56.124,-57.9337,353.268,5.31214,-58.4081,355.635,-54.1189,-60.1399,326.415,4.06276,-61.3717,339.103,-26.8159,-10.043,351.569,-26.4063,-9.51927,336.425
-56.124,-57.9337,353.268,5.31214,-58.4081,355.635,-54.1189,-60.1399,326.415,4.06276,-61.3717,339.103,-50.2986,-59.1193,300.418,7.77243,-66.0932,314.43,-25.1515,-9.74116,328.966,-21.8257,-9.19458,315.508
-54.1189,-60.1399,326.415,4.06276,-61.3717,339.103,-50.2986,-59.1193,300.418,7.77243,-66.0932,314.43,-44.6594,-55.6249,275.345,12.8247,-67.8883,289.146,-18.8869,-10.0126,308.575,-13.4826,-9.37609,294.279
-50.2986,-59.1193,300.418,7.77243,-66.0932,314.43,-44.6594,-55.6249,275.345,12.8247,-67.8883,289.146,-40.7687,-51.9756,254.754,20.6646,-67.8599,262.566,-9.30787,-9.50699,288.045,-4.36977,-8.07461,274.084
-44.6594,-55.6249,275.345,12.8247,-67.8883,289.146,-40.7687,-51.9756,254.754,20.6646,-67.8599,262.566,-39.5835,-46.6596,235.799,26.7582,-67.8104,235.891,-1.48384,-7.53225,266.939,2.51384,-4.68003,252.489
-40.7687,-51.9756,254.754,20.6646,-67.8599,262.566,-39.5835,-46.6596,235.799,26.7582,-67.8104,235.891,-36.973,-44.1373,216.529,28.4897,-63.2407,209.473,5.3635,-3.86244,245.781,5.19258,-1.04215,230.257
-39.5835,-46.6596,235.799,26.7582,-67.8104,235.891,-36.973,-44.1373,216.529,28.4897,-63.2407,209.473,-33.9721,-49.4613,192.402,20.864,-60.5829,183.068,6.73512,0.633172,221.496,3.32891,2.66144,204.563
-36.973,-44.1373,216.529,28.4897,-63.2407,209.473,-33.9721,-49.4613,192.402,20.864,-60.5829,183.068,-39.1235,-47.2429,164.174,18.4209,-53.5125,155.195,2.88283,3.2907,196.349,-4.06793,3.08765,175.877
-33.9721,-49.4613,192.402,20.864,-60.5829,183.068,-39.1235,-47.2429,164.174,18.4209,-53.5125,155.195,-33.0785,-49.9582,131.15,10.3752,-52.7762,125.17,-4.05412,2.79698,170.14,-9.86871,4.79587,148.506
-39.1235,-47.2429,164.174,18.4209,-53.5125,155.195,-33.0785,-49.9582,131.15,10.3752,-52.7762,125.17,-52.2369,-49.7689,101.556,28.8462,-48.0057,99.0716,-9.848,4.26772,140.308,-13.6316,7.3352,116.048
-33.0785,-49.9582,131.15,10.3752,-52.7762,125.17,-52.2369,-49.7689,101.556,28.8462,-48.0057,99.0716,-53.1853,-54.0902,68.092,25.252,-46.6439,62.9836,-15.6418,6.52813,104.566,-18.0535,5.30504,81.576
-52.2369,-49.7689,101.556,28.8462,-48.0057,99.0716,-53.1853,-54.0902,68.092,25.252,-46.6439,62.9836,-55.2098,-50.7494,25.294,31.5845,-44.0787,20.8396,-18.0709,5.94411,69.8366,-17.6905,6.92523,46.3672
-53.1853,-54.0902,68.092,25.252,-46.6439,62.9836,-55.2098,-50.7494,25.294,31.5845,-44.0787,20.8396,-53.0558,-47.7964,-17.177,33.7385,-41.1257,-21.6314,-17.7328,8.44178,34.0579,-15.7992,11.6226,10.0476
