SupLeftR,SupLeftA,SupLeftS,SupRightR,SupRightA,SupRightS,LeftR,LeftA,LeftS,RightR,RightA,RightS,InfLeftR,InfLeftA,InfLeftS,InfRightR,InfRightA,InfRightS
-19.3285,-16.5918,119.593,26.0224,-33.7866,98.6962,-33.6042,-14.7142,99.0123,21.9095,-26.3343,74.3614,-47.8312,-13.3372,71.7946,16.6961,-18.2975,48.8061,TrXFiducials011Closed
-33.6042,-14.7142,99.0123,21.9095,-26.3343,74.3614,-47.8312,-13.3372,71.7946,16.6961,-18.2975,48.8061,-55.6938,-8.56882,40.1769,1.30022,-9.60302,23.0541,TrXFiducials011Closed
-10.3421,-52.2856,380.559,43.3639,-52.6559,381.19,-9.12771,-53.6246,361.18,44.5783,-53.995,361.811,-7.82999,-55.8881,339.952,45.7093,-54.4096,344.281,TrXFiducials012Closed
-9.12771,-53.6246,361.18,44.5783,-53.995,361.811,-7.82999,-55.8881,339.952,45.7093,-54.4096,344.281,-5.37568,-57.5067,314.56,47.5626,-56.8609,326.377,TrXFiducials012Closed
-7.82999,-55.8881,339.952,45.7093,-54.4096,344.281,-5.37568,-57.5067,314.56,47.5626,-56.8609,326.377,0.0561955,-54.8321,291.732,51.8843,-59.5639,304.598,TrXFiducials012Closed
-5.37568,-57.5067,314.56,47.5626,-56.8609,326.377,0.0561955,-54.8321,291.732,51.8843,-59.5639,304.598,4.10606,-49.7312,267.636,58.7849,-61.5395,282.566,TrXFiducials012Closed
0.0561955,-54.8321,291.732,51.8843,-59.5639,304.598,4.10606,-49.7312,267.636,58.7849,-61.5395,282.566,10.7336,-44.5888,246.002,62.2681,-60.456,257.001,TrXFiducials012Closed
4.10606,-49.7312,267.636,58.7849,-61.5395,282.566,10.7336,-44.5888,246.002,62.2681,-60.456,257.001,15.0016,-39.9127,228.309,65.6478,-56.9865,228.261,TrXFiducials012Closed
10.7336,-44.5888,246.002,62.2681,-60.456,257.001,15.0016,-39.9127,228.309,65.6478,-56.9865,228.261,15.9593,-36.9938,212.073,68.209,-51.9417,202.503,TrXFiducials012Closed
15.0016,-39.9127,228.309,65.6478,-56.9865,228.261,15.9593,-36.9938,212.073,68.209,-51.9417,202.503,14.8376,-29.0683,191.751,65.2332,-44.0099,177.509,TrXFiducials012Closed
15.9593,-36.9938,212.073,68.209,-51.9417,202.503,14.8376,-29.0683,191.751,65.2332,-44.0099,177.509,10.5926,-30.8336,162.36,59.1434,-37.3236,151.887,TrXFiducials012Closed
14.8376,-29.0683,191.751,65.2332,-44.0099,177.509,10.5926,-30.8336,162.36,59.1434,-37.3236,151.887,-5.34223,-26.0462,131.405,66.0769,-33.6226,120.9,TrXFiducials012Closed
10.5926,-30.8336,162.36,59.1434,-37.3236,151.887,-5.34223,-26.0462,131.405,66.0769,-33.6226,120.9,-10.7325,-26.1937,99.712,63.7785,-28.2852,96.369,TrXFiducials012Closed
-64.6507,13.2452,399.107,2.06955,21.7241,406.923,-60.3841,-2.6952,382.899,6.33615,5.78371,390.714,-52.3145,-18.0865,365.197,6.79975,-10.7058,375.999,TrXFiducials013Closed
-60.3841,-2.6952,382.899,6.33615,5.78371,390.714,-52.3145,-18.0865,365.197,6.79975,-10.7058,375.999,-45.0158,-31.8844,344.775,9.28882,-24.9457,358.877,TrXFiducials013Closed
-52.3145,-18.0865,365.197,6.79975,-10.7058,375.999,-45.0158,-31.8844,344.775,9.28882,-24.9457,358.877,-36.6829,-40.2811,322.698,16.0668,-40.3094,340.457,TrXFiducials013Closed
-45.0158,-31.8844,344.775,9.28882,-24.9457,358.877,-36.6829,-40.2811,322.698,16.0668,-40.3094,340.457,-30.7028,-43.7452,303.306,22.9779,-54.6971,316.232,TrXFiducials013Closed
-36.6829,-40.2811,322.698,16.0668,-40.3094,340.457,-30.7028,-43.7452,303.306,22.9779,-54.6971,316.232,-25.668,-46.3526,284.163,27.1112,-63.6674,286.795,TrXFiducials013Closed
-30.7028,-43.7452,303.306,22.9779,-54.6971,316.232,-25.668,-46.3526,284.163,27.1112,-63.6674,286.795,-27.1238,-50.0791,265.393,26.2015,-65.036,253.65,TrXFiducials013Closed
-25.668,-46.3526,284.163,27.1112,-63.6674,286.795,-27.1238,-50.0791,265.393,26.2015,-65.036,253.65,-31.5409,-51.3308,239.905,20.1727,-58.5374,223.93,TrXFiducials013Closed
-27.1238,-50.0791,265.393,26.2015,-65.036,253.65,-31.5409,-51.3308,239.905,20.1727,-58.5374,223.93,-37.7773,-48.4222,211.61,14.8713,-48.1018,198.546,TrXFiducials013Closed
-31.5409,-51.3308,239.905,20.1727,-58.5374,223.93,-37.7773,-48.4222,211.61,14.8713,-48.1018,198.546,-42.3006,-41.9814,187.459,7.67144,-37.4589,175.251,TrXFiducials013Closed
-37.7773,-48.4222,211.61,14.8713,-48.1018,198.546,-42.3006,-41.9814,187.459,7.67144,-37.4589,175.251,-46.013,-31.2043,160.228,1.36634,-23.0911,153.734,TrXFiducials013Closed
-42.3006,-41.9814,187.459,7.67144,-37.4589,175.251,-46.013,-31.2043,160.228,1.36634,-23.0911,153.734,-47.4635,-22.6462,130.644,-6.07784,-15.1469,128.005,TrXFiducials013Closed
-32.5488,-57.9579,246.055,16.8003,-58.3019,241.117,-33.7796,-55.3458,222.34,15.5695,-55.6898,217.402,-33.4324,-54.4395,201.424,12.7607,-51.3719,190.888,TrXFiducials015Closed
-33.7796,-55.3458,222.34,15.5695,-55.6898,217.402,-33.4324,-54.4395,201.424,12.7607,-51.3719,190.888,-36.3603,-51.2293,182.644,5.82104,-42.8976,167.598,TrXFiducials015Closed
-33.4324,-54.4395,201.424,12.7607,-51.3719,190.888,-36.3603,-51.2293,182.644,5.82104,-42.8976,167.598,-38.7085,-48.087,157.409,-0.279187,-33.4821,144.36,TrXFiducials015Closed
-36.3603,-51.2293,182.644,5.82104,-42.8976,167.598,-38.7085,-48.087,157.409,-0.279187,-33.4821,144.36,-39.8771,-45.2483,130.202,-5.47462,-30.1276,123.24,TrXFiducials015Closed
-38.7085,-48.087,157.409,-0.279187,-33.4821,144.36,-39.8771,-45.2483,130.202,-5.47462,-30.1276,123.24,-54.1876,-44.4859,98.1699,-4.50608,-16.5779,97.8383,TrXFiducials015Closed
-39.8771,-45.2483,130.202,-5.47462,-30.1276,123.24,-54.1876,-44.4859,98.1699,-4.50608,-16.5779,97.8383,-55.0554,-37.9412,66.9852,1.50914,-13.0615,77.0118,TrXFiducials015Closed
-54.1876,-44.4859,98.1699,-4.50608,-16.5779,97.8383,-55.0554,-37.9412,66.9852,1.50914,-13.0615,77.0118,-58.0714,-31.8552,38.7699,9.51969,-5.42171,46.7892,TrXFiducials015Closed
