SupLeftR,SupLeftA,SupLeftS,SupRightR,SupRightA,SupRightS,LeftR,LeftA,LeftS,RightR,RightA,RightS,InfLeftR,InfLeftA,InfLeftS,InfRightR,InfRightA,InfRightS
-0.7905678726487834,0.07536808207545849,0.2855263585279501,0.5031507191501671,0.2642604253186641,0.412198562473029,-0.7573790035064275,-0.09444617162160286,-0.2727681906556107,0.536339588292523,0.09444617162160274,-0.14609621871940384,-0.6828484734589584,-0.2463493403987769,-0.8693233229238687,0.5281844764410457,-0.09327916699534596,-0.6661299528093955
-0.14233875748181024,0.028988506470683885,-0.1850211667689596,0.7352024350964439,0.15711591625618346,-0.09909840580394379,-0.09178401502394702,-0.07404880684470884,-0.5896699872527265,0.7296707478925032,0.029780096417648932,-0.4518420597075996,-0.025041808958762814,-0.10451479050931392,-1.0,0.7702983543951865,-0.03732092179049359,-0.7551170073808288
0.19762958746026613,-0.013251263178035487,-0.4425481354098508,0.8141325153876621,0.06467247134079938,-0.3391080864653928,0.24771970478995856,-0.03611602576670598,-0.7505013736101498,0.8446235898744184,0.014313065004948756,-0.5667163512756976,0.3225867728704712,-0.0028635578746955925,-1.0,0.91793634070886,-0.02675468952631121,-0.8123138303526505
0.4187787973063442,-0.020380780792606856,-0.6255956365927617,0.9163401331075494,0.021655410283674008,-0.47239790493443073,0.4811857598550781,0.007337488021633291,-0.833570275272713,0.9774514630016146,-0.012577449165780564,-0.6771206631748907,0.5322273854999409,0.03612494913296318,-1.0,1.0585240026779033,-0.032159617479882885,-0.9252874808017958
0.5782080591344296,-0.0023944436279712904,-0.6912865984095103,0.9897652367500015,-0.018910062759570436,-0.5615416646254838,0.6205372937724871,0.021479231644322506,-0.8293081206420746,1.0569993522646246,-0.035149713962235415,-0.7673484217573768,0.6362846116581482,0.05092615272402662,-1.0,1.083391030770152,-0.015951164018572075,-0.9855157660967684
0.6549837714598189,0.0005363576629138084,-0.6718880230727506,1.0085961651253963,-0.04534322480497088,-0.6216895762498842,0.6677419177018975,0.02439363470790832,-0.8101789990342254,1.0299781487998376,-0.029788962828705134,-0.7984441769087276,0.6706657008921286,0.043010592650411655,-0.9284400756743884,1.020038608931871,0.007191602612442166,-1.0
0.7032424776627643,-0.0018528040199490535,-0.6920286579577815,1.0126529328451535,-0.048133823773147094,-0.6820051530081814,0.7057398785577604,0.014049198420949554,-0.7930434389549337,1.0041628998478205,-0.016546222634061063,-0.8541676083713782,0.7016835796832859,0.027470185628832747,-0.9022058491163042,0.9851916934110805,0.025013466377374994,-1.0
0.7402635242591108,-0.010009891396164695,-0.7071223090448336,1.0063543403748654,-0.03729049636671722,-0.7616240698476994,0.7366466991453766,0.001957018608923744,-0.8044576777554423,0.9894385415144751,-0.00023353099332121242,-0.8916564645899773,0.7068253992244742,0.02154349443378054,-0.8910821254578339,0.944802314821812,0.024033405713498813,-1.0
0.7700001980436335,-0.01595425039722984,-0.7297572746758558,0.9993182728767056,-0.017941389748347487,-0.8088589487539247,0.7429480470612609,0.00181346270152843,-0.8083379416563456,0.9588268809194099,0.0040721655766649675,-0.9071419104507626,0.7243778002227228,-0.00400947714957323,-0.942904020438103,0.9136020937782307,0.032019489016957094,-1.0
0.7681683356467712,-0.011315248584396417,-0.7306745323550797,0.9633059851939983,-0.009273557130896516,-0.8199856236367242,0.7513822790666932,-0.016578732621675817,-0.852311785312975,0.9224263004825171,0.015988646253332447,-0.9039221032454227,0.7333630775332144,-0.00843853003062551,-0.9703962588406372,0.8992599890937935,0.02961742211426179,-1.0
0.7763847599011776,-0.03297965740488615,-0.7695670499942183,0.9308233647032784,-0.0035740078306744096,-0.8161668985531032,0.7601149112303905,-0.025629727716832463,-0.8761875631781746,0.9099061015351751,0.008731649576698461,-0.9029172930087171,0.7114832898779393,-0.006188642413707784,-0.9878101092539473,0.9183754272492051,0.05964038578940235,-1.0
0.7833343503859148,-0.039478198912883795,-0.7963453910567175,0.9194758902035235,-0.008247985670859184,-0.8206393870563107,0.7391342622413577,-0.021808673198404356,-0.8977963860731598,0.9271734526675027,0.0380217163327344,-0.9088754788622572,0.7083531658586748,-0.013135689505147416,-1.0,0.9412358318925087,0.04464883095456034,-0.9961419805403938
0.7600878020320838,-0.03547599462756291,-0.8189245436469281,0.9316076595367455,0.019098266533489595,-0.8290303328292807,0.7320108397061443,-0.027564936704815916,-0.9121495211501056,0.9444346520130659,0.025143185962394995,-0.9086304305474381,0.7362739489371086,-0.013771214787189852,-1.0,0.9717833666791388,0.032570693623684074,-0.9902529230407663
