SupLeftR,SupLeftA,SupLeftS,SupRightR,SupRightA,SupRightS,LeftR,LeftA,LeftS,RightR,RightA,RightS,InfLeftR,InfLeftA,InfLeftS,InfRightR,InfRightA,InfRightS
-1.08911695514324,0.007479189138333591,0.9937269265120173,-0.9262974908589456,0.006221924219576114,1.0,-1.0881154365665149,0.00062863245937872,0.9362383290885624,-0.9252960782910669,-0.0006286324593787389,0.942511402576545,-1.0828014781166821,-0.005218285465922135,0.8650719402534142,-0.9286072116051418,-0.00848282789198759,0.8986979463436224
-1.0900750301104598,0.007246990125643763,0.9933442996330507,-0.9173244853103134,0.005913038180531511,1.0,-1.0844369461198513,0.0010434387316583691,0.9178371082711207,-0.9208375816028606,-0.0024202248560087607,0.9535141366850844,-1.0736947525787208,0.003913235011552065,0.8447368791035753,-0.9104064654303804,-0.015696477193377127,0.8841368256780127
-1.066328126459119,0.004618999733610946,0.9625836397790642,-0.8947529413383739,0.0009864751024516822,1.0,-1.0550622278973252,0.00762870474949106,0.8859196173434031,-0.8838132858354737,-0.012937023067720798,0.9272403959858804,-1.0384324723363303,0.01793353838410947,0.8119804307245881,-0.8689143613199135,-0.018230694901942273,0.8526789795430887
-1.059298094965493,0.00733888835882918,0.9554368221861782,-0.8746114238463251,-0.014840611052804547,1.0,-1.041363419521038,0.01845233173255308,0.8756957033361957,-0.8585433959863881,-0.020549671893055177,0.9195878255891614,-1.0289896002289858,0.030058412577256183,0.8102089495277168,-0.8336097064529465,-0.020459349722778786,0.835053907069936
-1.0499063910043138,0.013873786945003585,0.9522697875813603,-0.8510999056993122,-0.02853869671377089,1.0,-1.0364505590024877,0.026494746598604176,0.8810566288311095,-0.8239859217604024,-0.028440476437509053,0.9080741217239732,-1.0323515916987727,0.04487992225380951,0.8155015113472086,-0.8029114472734651,-0.028269282646137237,0.81581968970693
-1.0534647796490533,0.01893485828325068,0.9702474806334408,-0.8194919880461801,-0.0415615502387971,1.0,-1.0489508669566254,0.03918119634682327,0.8980561077976587,-0.7962841088843694,-0.0413730262105528,0.8984064958905571,-1.039008604820629,0.04878754294158419,0.8246650366003215,-0.7896895764620451,-0.0239690211223083,0.7977917933014939
-1.067345369966072,0.036693925019041305,0.9996099893594924,-0.786106577472929,-0.05296952123367713,1.0,-1.0562788180416662,0.04738657543809076,0.9179197171575008,-0.7787663228638086,-0.0335974383648945,0.8880075967289978,-1.0435572644427582,0.02481682924175432,0.8156394266843584,-0.8110935417911945,-0.022330370100314693,0.7760703036571976
-1.033486661524938,0.04106747825926316,1.0,-0.7311590287367203,-0.047158117388432966,0.9674131409649517,-1.0196275479650916,0.016479547774201117,0.8885738169021239,-0.7663769441198791,-0.03488354908580378,0.8454664271298533,-1.0434183565865696,0.0267248266975786,0.7582079074858333,-0.7776599593280038,-0.002230186256806284,0.7167400209671684
-1.0005020737830166,0.014523584300925468,1.0,-0.7154941216827266,-0.043280388630748845,0.9514869907797218,-1.0272762237398778,0.026053609976334262,0.8532863483747571,-0.7281920146360225,-0.006532329878760824,0.8066184343198096,-0.9958576314175527,0.01194097081457919,0.6816457209384519,-0.770009147514059,-0.0027054465823293937,0.6505649629421733
-1.0264085665208864,0.01807736507201712,1.0,-0.6758999597987501,-0.020111385887330913,0.9453080268495619,-0.9895878762776078,0.0015382053999618652,0.7988475641697224,-0.7249071107483522,-0.015626510084828692,0.7624227953269093,-1.1062835771803086,0.0026912503400863415,0.6185875960870783,-0.6123984309330345,0.01343107516009441,0.6034548710514455
-0.9994843055026051,0.001898462320498225,1.0,-0.6681560554072945,-0.019588384801118283,0.9544033549370949,-1.1455643665014614,0.003341847757021258,0.7743499809378573,-0.5273173211335621,0.016785995679247753,0.7554067861227602,-1.1527957809124412,-0.029607446943703108,0.5191917651544034,-0.5547225822849156,0.027169525988054426,0.4802409454822722
-1.1344450352514868,-0.008659590111202995,1.0,-0.3360372602308087,0.008702259508711188,0.9755366497301982,-1.1437837252353382,-0.05121049798469152,0.6704872188743156,-0.37142857142857155,0.02211161001483584,0.6201859072826815,-1.1637185395249912,-0.018314361862748933,0.24906455551616843,-0.30907381149316643,0.04737058043509663,0.20520304068691167
