SupLeftR,SupLeftA,SupLeftS,SupRightR,SupRightA,SupRightS,LeftR,LeftA,LeftS,RightR,RightA,RightS,InfLeftR,InfLeftA,InfLeftS,InfRightR,InfRightA,InfRightS
-0.30598865652505636,0.08260912965641033,-0.059924186220792965,0.44952620150092626,0.1382625833367193,0.048401635458817836,-0.24380420241285858,-0.02782647603368623,-0.3364819577350972,0.5117106556131241,0.02782697764662275,-0.22815613605548643,-0.1607325856290904,-0.1278094713551423,-0.5865440323359764,0.5530079470537513,-0.09306274325092322,-0.5312096044832159
0.036381957782378495,0.07134905523544523,-0.30985579787867956,0.7321121559736854,0.12259859447045057,-0.21010190874497317,0.1128800329625965,-0.02072218388287915,-0.5401302059515595,0.7701415507017024,0.011275000254056014,-0.4891744477055982,0.12175027876859572,-0.09985320188943662,-0.7918326113526952,0.8011770178273325,-0.08464726418763535,-0.7841402610216373
0.35402628330829333,0.06204085222438115,-0.4992283051275122,0.9615160143229984,0.091615017545118,-0.4521312227104998,0.36222482086645863,-0.011097890188353332,-0.7318702937819965,0.9902012896163385,0.0029565626511636463,-0.7247604543841875,0.36794496908310703,-0.07725103287569592,-0.9787486119098455,1.025691568822588,-0.06826350935661356,-1.0
0.48073085389650966,0.03972962667461314,-0.5492766440127272,0.9520340481980987,0.050277646938193525,-0.5439406319391709,0.4850238875698123,-0.009919028988711541,-0.7345615165002067,0.9786698901267916,-0.0031737944867937834,-0.7505109152255621,0.4868301146795605,-0.03900418793477466,-0.9672687423699161,0.9489820146305357,-0.03791026220252695,-1.0
0.5674444589332331,0.011864400279207503,-0.5861493146376823,0.961353286952164,0.017246814810269354,-0.5988762665971205,0.5688857524922847,-0.011344337994461854,-0.7718399312720048,0.9376636061231325,-0.010471431091747271,-0.7979581035368838,0.5444336204670333,-0.011380389509776077,-0.9548358888999685,0.9330467110023599,0.004084943506508453,-1.0
0.6418273887296294,-0.012202742729859115,-0.6540949186476596,0.9543477836931298,-0.011462998715090251,-0.6762287356097688,0.6211054557746186,-0.012233294547692274,-0.8091746458914305,0.9504352008944532,0.0008727852640565122,-0.8474489232109311,0.6131691335634472,0.013046059573878005,-0.9626032748948563,0.9265345788074392,0.021980191154707028,-1.0
0.6851941416828362,-0.027310056675437643,-0.7167302897874814,0.9768995292080983,-0.015701284169838247,-0.7506319128967809,0.6781645065513581,-0.004918748572558154,-0.8526304273976705,0.9557294395599544,0.0029947009521396747,-0.8857547544608155,0.6740805355473793,0.020492498613342246,-0.9886226889836999,0.9294268929077971,0.024442889852352122,-1.0
0.7107264186624523,-0.02900921573394929,-0.750111439802245,0.9549173656981536,-0.022047267360970433,-0.7792529480893139,0.7071334981291622,-0.006653378314489897,-0.8697521984033716,0.9317773973065338,-0.0031779761181127235,-0.8797615188231958,0.7040613053990897,0.03172648957868995,-0.9755490942983345,0.9097548155502425,0.029161347948832187,-1.0
0.7280423894335827,-0.03561978332239981,-0.7662541670199616,0.9259543052140371,-0.032557944076769894,-0.7750724068528791,0.7253357788775784,-0.0018070102626580535,-0.8594615339988665,0.9065523478861065,-0.004066907353442187,-0.8810028516473954,0.7386965725191634,0.03544559035943846,-0.977708953458794,0.8824481623460564,0.038606054655831265,-1.0
0.7471826272638181,-0.039720360882925534,-0.767244058100345,0.908955237556471,-0.04173777823813281,-0.7864740612077413,0.7591098504465887,-0.006464845254315152,-0.8728039073517811,0.8874373540918037,-0.0036434886765943954,-0.8927031958376823,0.7055721991602063,0.03614393353889957,-0.9739855147521652,0.9214271713928308,0.05542253951306833,-1.0
0.7826584713102195,-0.04097430866762713,-0.7930600099908055,0.8992613078302336,-0.038410725877875675,-0.8111411961455761,0.7340122978611473,-0.002258489168180972,-0.8849971403129004,0.9301456389168424,0.015258723252272661,-0.9086348070978157,0.7135481597853185,0.02014046252120634,-0.969191396323673,0.9325896940255468,0.04624433794020478,-1.0
