Landmark,RL,AP,SI
Max angle:,40.8926386714,TrXFiducials007-Z-C+-N,
T1L+,-0.157805245095,-0.00270791811191,0.786351373672
T1R+,0.102677145846,0.032624887592,0.809388133385
T2L+,-0.144354365101,-0.0291363853255,0.662156582062
T2R+,0.123852520692,-0.0172509130283,0.715731615555
T3L+,-0.165582044082,-0.0742842592083,0.556837159794
T3R+,0.114041824955,-0.0169183688451,0.581126465892
T4L+,-0.118382150526,-0.084078896658,0.447326983428
T4R+,0.104346748885,-0.0460785663161,0.500908440236
T5L+,-0.0872442144286,-0.0467865073685,0.365339334545
T5R+,0.159034392263,-0.0608136504616,0.404361889556
T6L+,-0.0469617721008,-0.0334305547909,0.279144414469
T6R+,0.162980142781,-0.0959189010626,0.327679898695
T7L+,-0.055591036723,-0.022130429995,0.19083760025
T7R+,0.213489419883,-0.0720319697554,0.186627576208
T8L+,-0.0516778615867,-0.0059150011929,0.0986827616583
T8R+,0.205274000257,-0.0513456844501,0.0461060948081
T9L+,-0.0715529739948,-0.0138995485327,0.0162306612344
T9R+,0.158524656353,-0.0271263007212,-0.0638628897576
T10L+,-0.0989429059076,0.0219766833673,-0.0916157389565
T10R+,0.0966516177577,0.0351737506653,-0.190423755253
T11L+,-0.0964910348878,-0.0150676742095,-0.225048633669
T11R+,0.0721457541889,0.0153088237993,-0.309201398447
T12L+,-0.137587402962,0.00753404356843,-0.349795371543
T12R+,0.0468438583934,0.0649369597533,-0.384596891116
L1L+,-0.183746719521,0.0166675384022,-0.490002569326
L1R+,0.0584691405605,0.113098974105,-0.479867496192
L2L+,-0.218156416891,0.0553593385821,-0.633554478886
L2R+,0.0692754500908,0.143205509369,-0.606787608508
L3L+,-0.200330341904,0.0556763750482,-0.755294646626
L3R+,0.113275615262,0.143928591092,-0.717589788765
L4L+,-0.197724770137,0.0880255647929,-0.875135348419
L4R+,0.153798473086,0.153904916589,-0.860921470389
L5L+,-0.172038851878,0.103989337297,-1.0
L5R+,0.179484391345,0.169868230285,-0.98578612197
Max angle:,11.6338183692,TrXFiducials010-Z-C+-N,
T1L+,-0.176513480122,0.219998455633,0.584752680581
T1R+,0.0732221388754,0.208115283355,0.617390313139
T2L+,-0.195255114798,0.157032019886,0.532446425157
T2R+,0.0930525526188,0.147133727515,0.591297857006
T3L+,-0.156082601597,0.0848674050214,0.502140052067
T3R+,0.107003706482,0.0792003118151,0.522838253247
T4L+,-0.151001264911,0.023856138493,0.419196487667
T4R+,0.0891875891688,0.0179323493506,0.451374487049
T5L+,-0.140372339643,-0.0209046684022,0.347207636529
T5R+,0.111580182088,-0.0369033961376,0.372847078204
T6L+,-0.1437486211,-0.0732647928341,0.226319331068
T6R+,0.145384179794,-0.0574806218653,0.310107149686
T7L+,-0.0796665637088,-0.0912018855991,0.145361381988
T7R+,0.15299974996,-0.125559649355,0.152835017429
T8L+,-0.0777368397829,-0.136017591081,0.037385091706
T8R+,0.119048301931,-0.173422171234,0.045665843004
T9L+,-0.0815834179058,-0.146940681581,-0.06210085455
T9R+,0.117612040183,-0.163713983144,-0.0802633514245
T10L+,-0.0958081454353,-0.130995455147,-0.193552265808
T10R+,0.103636249982,-0.147288164262,-0.205680330642
T11L+,-0.0972319051611,-0.0676958772743,-0.318527261763
T11R+,0.105033534837,-0.0622972098428,-0.31021304917
T12L+,-0.0754702966656,-0.00446215564282,-0.45006912883
T12R+,0.126603935931,-0.01602597479,-0.414085366751
L1L+,-0.151326317493,0.0573206695201,-0.513130800571
L1R+,0.186294474106,0.0734828428128,-0.499459471385
L2L+,-0.153400550089,0.106131506567,-0.617401344335
L2R+,0.188417611672,0.0765307623292,-0.639478445043
L3L+,-0.165866904941,0.0964578828928,-0.762994749151
L3R+,0.194924178911,0.118174263484,-0.719495065378
L4L+,-0.153791422142,0.130223271412,-0.877855241289
L4R+,0.203757225434,0.157366265131,-0.870548912324
L5L+,-0.149074850343,0.156080763065,-1.0
L5R+,0.208473797232,0.183223756784,-0.992693671035
Max angle:,56.8796759323,TrXFiducials011-Z-C+-N,
T1L+,-0.28635499517,-0.0415211583123,0.881604907824
T1R+,-0.0196509238136,0.0171035000103,0.934474998459
