Parameter Set,ConfusionMatrix,Risk reduction,Sensitivity,Precision,Unexpl ICC,Expl ICC,Parameters
Original,"[[64, 3433], [78, 5950]]",0.005361786071633304,0.4507042253521127,0.018301401201029455,0.5000009249254678,0.5044917260202998,0.395,0.646,1.0,0.35,0.61,0.71,0.45,0.56,0.704,0,0.275,0.66,0,0.275,0.66,0,0.275,0.66
Optimized,"[[136, 8794], [6, 589]]",0.005145529656431442,0.9577464788732394,0.01522956326987682,0.500000115715,0.500498859656,0.46367015,0.64397744,0.99953682,0.38223862,0.72175587,0.87854198,0.45,0.66356638,0.89835405,0.21923101,0.43241043,0.65078827,0.15109808,0.52448074,0.65435679,0.25780587,0.38365663,0.64418173
