-0.034606, 0.104694, 0.919851, 0.326203, 0.145024, 0.946631, -0.000133, 0.074791, 0.754818, 0.310671, 0.098744, 0.842338, 0.033277, 0.073222, 0.626332, 0.325901, 0.063137, 0.699962, 0.072637, 0.065321, 0.534541, 0.329954, 0.016484, 0.512897, 0.054952, 0.061431, 0.461967, 0.302921, -0.011566, 0.367354, 0.023225, 0.030718, 0.386541, 0.254119, -0.022717, 0.212359, -0.048814, 0.001786, 0.316214, 0.184058, -0.027630, 0.078465, -0.110681, -0.052782, 0.232348, 0.090415, -0.027032, -0.016253, -0.143333, -0.134443, 0.154570, -0.006704, -0.026101, -0.078092, -0.173817, -0.195902, 0.032405, -0.078143, -0.052202, -0.101841, -0.203711, -0.267693, -0.131893, -0.133754, -0.093214, -0.163525, -0.181569, -0.258991, -0.319150, -0.134035, -0.106822, -0.252700, -0.269358, -0.230040, -0.518710, -0.108237, 0.001643, -0.398780, -0.261082, -0.130129, -0.652167, -0.091100, 0.070807, -0.516710, -0.292883, -0.009959, -0.800477, 0.005274, 0.170091, -0.664835, -0.238582, 0.076975, -0.889688, 0.124677, 0.246889, -0.750787, -0.183507, 0.135925, -1.000000, 0.255767, 0.209540, -0.824003
-0.119833, -0.086635, 0.809962, 0.118988, -0.040231, 0.813749, -0.118495, -0.094220, 0.709501, 0.120326, -0.047816, 0.713287, -0.117157, -0.101806, 0.609043, 0.121664, -0.055402, 0.612830, -0.104469, -0.107410, 0.480349, 0.111652, -0.064968, 0.540605, -0.097513, -0.089540, 0.390576, 0.131667, -0.074832, 0.449134, -0.069737, -0.062969, 0.284769, 0.161006, -0.084373, 0.350914, -0.044391, -0.033119, 0.202172, 0.171368, -0.087883, 0.227273, -0.043229, -0.007535, 0.135746, 0.170183, -0.072202, 0.109734, -0.053967, 0.007505, 0.063345, 0.153072, -0.046255, -0.019491, -0.073758, 0.014853, -0.004955, 0.118682, -0.015855, -0.114643, -0.106771, 0.022247, -0.127005, 0.083991, 0.034550, -0.210479, -0.140697, 0.040563, -0.292074, 0.026691, 0.053029, -0.316837, -0.210357, 0.073991, -0.420974, 0.070897, 0.111193, -0.427277, -0.220924, 0.115154, -0.562835, 0.074328, 0.127450, -0.556378, -0.237681, 0.148183, -0.715667, 0.125453, 0.155434, -0.687875, -0.220497, 0.178690, -0.857835, 0.142638, 0.185941, -0.830044, -0.203313, 0.209197, -1.000000, 0.159822, 0.216448, -0.972208
-0.156703, 0.016373, 0.995762, 0.125164, 0.018840, 1.000000, -0.158027, -0.016295, 0.895763, 0.123841, -0.013828, 0.900000, -0.159350, -0.048962, 0.795758, 0.122517, -0.046496, 0.799996, -0.154679, -0.079129, 0.695347, 0.115198, -0.081665, 0.700404, -0.155328, -0.096637, 0.594402, 0.121906, -0.098390, 0.591691, -0.149073, -0.105659, 0.482658, 0.117682, -0.106519, 0.491522, -0.141490, -0.101320, 0.362897, 0.121613, -0.104383, 0.367021, -0.138654, -0.086877, 0.241411, 0.112281, -0.090749, 0.244876, -0.133782, -0.063470, 0.109904, 0.109960, -0.066811, 0.125351, -0.126027, -0.033973, 0.011623, 0.113609, -0.043564, 0.016629, -0.103472, 0.017197, -0.114567, 0.118058, 0.017551, -0.104953, -0.079929, 0.030324, -0.231477, 0.095854, 0.040325, -0.227856, -0.146850, 0.050413, -0.365540, 0.165432, 0.060541, -0.348602, -0.162271, 0.046096, -0.496468, 0.193716, 0.073134, -0.476783, -0.188656, 0.090562, -0.607394, 0.237470, 0.122569, -0.596834, -0.175311, 0.171789, -0.720697, 0.229735, 0.160084, -0.705583, -0.179534, 0.194359, -0.829209, 0.219383, 0.179660, -0.805555
-0.000041, 0.314098, 0.817225, 0.330225, 0.231588, 0.820081, -0.000940, 0.251022, 0.766154, 0.312211, 0.173461, 0.756278, -0.003470, 0.175368, 0.689217, 0.292157, 0.109583, 0.665693, -0.011985, 0.097104, 0.605939, 0.272221, 0.062514, 0.572858, -0.032029, 0.043510, 0.518914, 0.271757, 0.027931, 0.480061, -0.042691, -0.007411, 0.414816, 0.257210, -0.016387, 0.368363, -0.053603, -0.048753, 0.302614, 0.246364, -0.039448, 0.259348, -0.081569, -0.080245, 0.186645, 0.227196, -0.050903, 0.126267, -0.102180, -0.112781, 0.080357, 0.194749, -0.084626, -0.006261, -0.113578, -0.137539, -0.024636, 0.133594, -0.095998, -0.124707, -0.147537, -0.137966, -0.147294, 0.045766, -0.107569, -0.242942, -0.193239, -0.165082, -0.292316, -0.020541, -0.101967, -0.359523, -0.290897, -0.184159, -0.440135, -0.048671, -0.048388, -0.467150, -0.342885, -0.160452, -0.640786, -0.067419, -0.019307, -0.570506, -0.344555, -0.097293, -0.812840, -0.084161, 0.034642, -0.670219, -0.297081, -0.041900, -0.907604, -0.065210, 0.089944, -0.807295, -0.259529, 0.000545, -1.000000, 0.020362, 0.126861, -0.916613
-0.182656, 0.044307, 0.626420, 0.043403, 0.064437, 0.640520, -0.175419, 0.028061, 0.543318, 0.050640, 0.048192, 0.557417, -0.168182, 0.011816, 0.460220, 0.057877, 0.031947, 0.474319, -0.162397, -0.005580, 0.368111, 0.066566, 0.016853, 0.400225, -0.146380, -0.014492, 0.265911, 0.087365, 0.001659, 0.325442, -0.122202, -0.016884, 0.174185, 0.110984, -0.025344, 0.237598, -0.092491, -0.015588, 0.084484, 0.124095, -0.042069, 0.137281, -0.073134, -0.007236, -0.006447, 0.144183, -0.049118, 0.023314, -0.059894, -0.001875, -0.090340, 0.147155, -0.044471, -0.091959, -0.058530, 0.007198, -0.170631, 0.132363, -0.030442, -0.199938, -0.071507, 0.026984, -0.261197, 0.120435, -0.011190, -0.303862, -0.082908, 0.047919, -0.373862, 0.087208, 0.002653, -0.425051, -0.149792, 0.071123, -0.485559, 0.109183, 0.046136, -0.542235, -0.172247, 0.104467, -0.600001, 0.086728, 0.079480, -0.656676, -0.194702, 0.137810, -0.714442, 0.064273, 0.112823, -0.771117, -0.217157, 0.171154, -0.828884, 0.041818, 0.146167, -0.885559, -0.239612, 0.204498, -0.943325, 0.019363, 0.179511, -1.000000
-0.200109, -0.003759, 0.956539, 0.106296, 0.040482, 0.958922, -0.196104, -0.031610, 0.844354, 0.110301, 0.012630, 0.846737, -0.181595, -0.061690, 0.712405, 0.103801, -0.012993, 0.754316, -0.164268, -0.065777, 0.597003, 0.111306, -0.035761, 0.664216, -0.140545, -0.055708, 0.495054, 0.136378, -0.049668, 0.578387, -0.117311, -0.039495, 0.397077, 0.168301, -0.061280, 0.463669, -0.103233, -0.015640, 0.298852, 0.184711, -0.066235, 0.328959, -0.099469, 0.004849, 0.201093, 0.191526, -0.050672, 0.205792, -0.095307, 0.002579, 0.116302, 0.196541, -0.028824, 0.075500, -0.090705, -0.001782, 0.037096, 0.173155, -0.019012, -0.018340, -0.093637, -0.006287, -0.100153, 0.143679, 0.007146, -0.149529, -0.106656, -0.005702, -0.248934, 0.104342, 0.018419, -0.283642, -0.190398, 0.004266, -0.376740, 0.127435, 0.069046, -0.414108, -0.200126, 0.005370, -0.518112, 0.122433, 0.092949, -0.541640, -0.227863, 0.007754, -0.687647, 0.134235, 0.117487, -0.674296, -0.191964, 0.038573, -0.838720, 0.146461, 0.112799, -0.811327, -0.173072, 0.022029, -1.000000, 0.217648, 0.092239, -0.953618
-0.488388, 0.039931, 0.882788, -0.276418, 0.087110, 1.000000, -0.433521, 0.014869, 0.789954, -0.221552, 0.062048, 0.907165, -0.378656, -0.010193, 0.697119, -0.166686, 0.036985, 0.814330, -0.323790, -0.035255, 0.604284, -0.111820, 0.011923, 0.721496, -0.268924, -0.060317, 0.511449, -0.056953, -0.013139, 0.628661, -0.205876, -0.068990, 0.405371, -0.010268, -0.054591, 0.549070, -0.150930, -0.064544, 0.313121, 0.056475, -0.079375, 0.452731, -0.088859, -0.062320, 0.225891, 0.110060, -0.093431, 0.337730, -0.056906, -0.047477, 0.150706, 0.159564, -0.090655, 0.226966, -0.041862, -0.030369, 0.076432, 0.195223, -0.085920, 0.107923, -0.007301, -0.030951, -0.035423, 0.187188, -0.071113, -0.044158, -0.008070, 0.013015, -0.128327, 0.185159, -0.018857, -0.182170, -0.066891, 0.036555, -0.221471, 0.182620, 0.026601, -0.310114, -0.130281, 0.068324, -0.337190, 0.180795, 0.084007, -0.426040, -0.203712, 0.109608, -0.478823, 0.152297, 0.142973, -0.540980, -0.235278, 0.176065, -0.622131, 0.122727, 0.214902, -0.659219, -0.265846, 0.245258, -0.752905, 0.092160, 0.284096, -0.789992
-0.011596, 0.054551, 0.895588, 0.265427, 0.029986, 0.812382, -0.040722, 0.041563, 0.792773, 0.236300, 0.016998, 0.709563, -0.069849, 0.028575, 0.689954, 0.207174, 0.004010, 0.606748, -0.098975, 0.015587, 0.587138, 0.178047, -0.008978, 0.503932, -0.125888, -0.010591, 0.499036, 0.146707, -0.008775, 0.386405, -0.167067, -0.024543, 0.394684, 0.121059, 0.004182, 0.284697, -0.209649, -0.059484, 0.274143, 0.077597, 0.002641, 0.192925, -0.231931, -0.075661, 0.134052, 0.060690, 0.010995, 0.109494, -0.225720, -0.075187, -0.017628, 0.054563, 0.013919, 0.036565, -0.184318, -0.054765, -0.144611, 0.075099, 0.012936, -0.052479, -0.129909, -0.032669, -0.248021, 0.113429, 0.023215, -0.152582, -0.041659, -0.009642, -0.364589, 0.148825, 0.023224, -0.289671, -0.052055, 0.064199, -0.495756, 0.231275, 0.048020, -0.441613, -0.039410, 0.095912, -0.611873, 0.299288, 0.045463, -0.584246, 0.000919, 0.110491, -0.741247, 0.339617, 0.060041, -0.713621, 0.041248, 0.125069, -0.870622, 0.379946, 0.074620, -0.842997, 0.081577, 0.139647, -1.000000, 0.420275, 0.089198, -0.972368
-0.002490, 0.055177, 0.819289, 0.229382, 0.063040, 0.812128, 0.003603, 0.030514, 0.738794, 0.215730, 0.030875, 0.728010, 0.007555, 0.018616, 0.643476, 0.196590, 0.017333, 0.631299, -0.006520, 0.007170, 0.555428, 0.184062, 0.008163, 0.535510, -0.014620, -0.002292, 0.461784, 0.167873, 0.001642, 0.434441, -0.022422, -0.008822, 0.357097, 0.158318, -0.006283, 0.329791, -0.030437, -0.012742, 0.261505, 0.135362, -0.006210, 0.232710, -0.053370, -0.007519, 0.167866, 0.114988, -0.012739, 0.130429, -0.073948, -0.006206, 0.070718, 0.094458, -0.008822, 0.031712, -0.088561, -0.017968, -0.018036, 0.073587, -0.007431, -0.065761, -0.122944, -0.023172, -0.126944, 0.043196, -0.017968, -0.181599, -0.149029, -0.038378, -0.270385, 0.011730, -0.002357, -0.314907, -0.197165, -0.068950, -0.393895, 0.012343, -0.003596, -0.425593, -0.229953, -0.083951, -0.540774, 0.006542, 0.000318, -0.554418, -0.251221, -0.063706, -0.706271, -0.007087, 0.019923, -0.695209, -0.228672, -0.017946, -0.863955, 0.004883, 0.055194, -0.826488, -0.227838, 0.031682, -1.000000, 0.046077, 0.077411, -0.957754
-0.175878, 0.014957, 0.366407, 0.031987, 0.048155, 0.425759, -0.136530, 0.004024, 0.303214, 0.029311, 0.029207, 0.366269, -0.109892, -0.005953, 0.227210, 0.050633, 0.005569, 0.300235, -0.073635, -0.006249, 0.165175, 0.072432, -0.023891, 0.216427, -0.052111, -0.009047, 0.109880, 0.095731, -0.038367, 0.142195, -0.044061, -0.009080, 0.052677, 0.115780, -0.046290, 0.055134, -0.046971, -0.009110, -0.020337, 0.121735, -0.042655, -0.027226, -0.049613, -0.009342, -0.101817, 0.115944, -0.032933, -0.118146, -0.054780, -0.000119, -0.161834, 0.110527, -0.018691, -0.191214, -0.068019, 0.012674, -0.227723, 0.099682, -0.002695, -0.264302, -0.087992, 0.041135, -0.337282, 0.089351, 0.020903, -0.364357, -0.076175, 0.041907, -0.453121, 0.042548, 0.035893, -0.463227, -0.093669, 0.049789, -0.560476, 0.025055, 0.043774, -0.570581, -0.111161, 0.057670, -0.667830, 0.007562, 0.051656, -0.677936, -0.128655, 0.065552, -0.775185, -0.009931, 0.059537, -0.785291, -0.146148, 0.073433, -0.882540, -0.027425, 0.067419, -0.892645, -0.163641, 0.081314, -0.989894, -0.044917, 0.075300, -1.000000
