SupLeftR,SupLeftA,SupLeftS,SupRightR,SupRightA,SupRightS,LeftR,LeftA,LeftS,RightR,RightA,RightS,InfLeftR,InfLeftA,InfLeftS,InfRightR,InfRightA,InfRightS,SupAntR,SupAntA,SupAntS,InfAntR,InfAntA,InfAntS
-0.0973869859779991,-0.1218560659710747,-0.1850211667689596,0.780154206600255,0.006271343814424854,-0.09909840580394379,-0.04683224352013588,-0.22489337928646744,-0.5896699872527265,0.7746225193963143,-0.12106447602410966,-0.4518420597075996,0.019909962545048322,-0.25535936295107253,-1.0,0.8152501258989976,-0.18816549423225218,-0.7551170073808288,0.31564513400374555,0.4648946382764427,-0.5670050202225265,0.365603429960814,0.4401727963741089,-0.8195253607793148
0.22178813805549713,-0.13030458003907053,-0.4425481354098508,0.838291065982893,-0.052380845520235655,-0.3391080864653928,0.27187825538518956,-0.15316934262774104,-0.7505013736101498,0.8687821404696494,-0.10274025185608629,-0.5667163512756976,0.34674532346570225,-0.11991687473573064,-1.0,0.9420948913040911,-0.14380800638734625,-0.8123138303526505,0.5481900353618985,0.3473597866475172,-0.6724335458511776,0.5972771692528647,0.35496011451869314,-0.8245641179485846
0.42825483400937264,-0.12472125684243687,-0.6255956365927617,0.9258161698105778,-0.082685065766156,-0.47239790493443073,0.49066179655810654,-0.09700298802819672,-0.833570275272713,0.986927499704643,-0.11691792521561058,-0.6771206631748907,0.5417034222029693,-0.06821552691686683,-1.0,1.0680000393809317,-0.1365000935297129,-0.9252874808017958,0.7257364234237782,0.30230981471271606,-0.7181349190721853,0.78678297168511,0.3237330415862639,-0.8689973614775726
0.5793307777723347,-0.09266929571025002,-0.6912865984095103,0.9908879553879064,-0.10918491484184917,-0.5615416646254838,0.621660012410392,-0.06879562043795623,-0.8293081206420746,1.0581220709025294,-0.12542456604451413,-0.7673484217573768,0.6374073302960532,-0.03934869935825211,-1.0,1.084513749408057,-0.1062260161008508,-0.9855157660967684,0.8496851271248714,0.2611526151635396,-0.7491369878672088,0.8787399777919299,0.28049649733013277,-0.8715116184131028
0.6519074873986267,-0.0751673568206173,-0.6718880230727506,1.005519881064204,-0.12104693928850199,-0.6216895762498842,0.6646656336407054,-0.05131007977562279,-0.8101789990342254,1.0269018647386454,-0.10549267731223624,-0.7984441769087276,0.6675894168309365,-0.03269312183311946,-0.9284400756743884,1.0169623248706787,-0.06851211187108894,-1.0,0.8636255738420626,0.21518878907748684,-0.7390556577189199,0.8736122779049308,0.23903349782369981,-0.8465476867715347
0.6961999389775346,-0.06734485885729782,-0.6920286579577815,1.005610394159924,-0.11362587861049586,-0.6820051530081814,0.6986973398725308,-0.05144285641639922,-0.7930434389549337,0.9971203611625908,-0.08203827747140983,-0.8541676083713782,0.6946410409980562,-0.038021869208516024,-0.9022058491163042,0.9781491547258508,-0.04047858845997378,-1.0,0.8790215499706187,0.18811156658228992,-0.7444401753830854,0.8635246688966234,0.20484076244180263,-0.8403697509379379
0.734786940334225,-0.07040391407080493,-0.7071223090448336,1.0008777564499796,-0.09768451904135746,-0.7616240698476994,0.7311701152204908,-0.05843700406571649,-0.8044576777554423,0.9839619575895893,-0.060627553667961444,-0.8916564645899773,0.7013488152995884,-0.038850528240859696,-0.8910821254578339,0.9393257308969262,-0.03636061696114142,-1.0,0.8894126374761322,0.17220801908418099,-0.7737557244985868,0.8525734675473199,0.19015611696366047,-0.8677458196675886
0.7653850196748733,-0.07071495084709357,-0.7297572746758558,0.9947030945079454,-0.07270209019821122,-0.8088589487539247,0.7383328686925008,-0.052947237748335305,-0.8083379416563456,0.9542117025506497,-0.050688534873198764,-0.9071419104507626,0.7197626218539627,-0.05877017759943696,-0.942904020438103,0.9089869154094704,-0.022741211432906635,-1.0,0.8692075664855329,0.15764657323577397,-0.806989721535417,0.8313726251902361,0.17091762946340838,-0.8884222168394978
0.7644430811686167,-0.06185770395432614,-0.7306745323550797,0.9595807307158438,-0.059816012500826236,-0.8199856236367242,0.7476570245885388,-0.06712118799160555,-0.852311785312975,0.9187010460043625,-0.03455380911659727,-0.9039221032454227,0.7296378230550599,-0.05898098540055523,-0.9703962588406372,0.8955347346156389,-0.02092503325566793,-1.0,0.8403116118051426,0.1448607671938,-0.826095578028951,0.8040664865490119,0.1583939650257783,-0.903199153942759
0.7719336904260119,-0.0778050158341757,-0.7695670499942183,0.9263722952281127,-0.048399366259963966,-0.8161668985531032,0.7556638417552247,-0.07045508614612202,-0.8761875631781746,0.9054550320600093,-0.0360937088525911,-0.9029172930087171,0.7070322204027735,-0.05101400084299734,-0.9878101092539473,0.9139243577740392,0.014815027360112795,-1.0,0.8147922720270354,0.12983306228109112,-0.8374507163612356,0.7965824104501827,0.13911908829464623,-0.9111570325001584
