Landmark,RL,AP,SI
Max angle:,40.8926386714,TrXFiducials007-Z-C+-N,
T1L+,-0.157805245095,-0.00270791811191,0.786351373672
T1R+,0.102677145846,0.032624887592,0.809388133385
T2L+,-0.142214186797,0.0369063694006,0.680909461206
T2R+,0.0818328903081,-0.0448182352259,0.674512432067
T3L+,-0.146903409538,-0.0494642514448,0.532667296016
T3R+,0.105351169454,0.00233158726027,0.555383358043
T4L+,-0.166985361152,-0.102239350518,0.448131414967
T4R+,0.163435555642,0.00596065283652,0.553092755821
T5L+,-0.0988533118365,-0.0483231194744,0.363191989673
T5R+,0.176469804814,-0.0152420810669,0.406127723121
T6L+,-0.088779389742,-0.0606388139416,0.243831721705
T6R+,0.157879578488,-0.125934657706,0.257558285785
T7L+,-0.0481313212793,-0.0388763025379,0.123624141431
T7R+,0.187062526299,-0.0593460970337,0.166684253619
T8L+,0.0209942776282,-0.00750982298033,0.10698578025
T8R+,0.206327152974,-0.00266845360832,0.0819600410205
T9L+,-0.0718293813752,0.0277248377783,-0.0473793869395
T9R+,0.156960469216,0.0552500247644,-0.0866354922825
T10L+,-0.134276379802,0.0261137356569,-0.0788668152853
T10R+,0.141743937399,0.0412619844863,-0.144772070092
T11L+,-0.0526473899648,-0.0218236577615,-0.253538023514
T11R+,0.038984957412,-0.00223734984626,-0.29341446434
T12L+,-0.118147934875,0.0621177883856,-0.353360281982
T12R+,0.067037282161,0.0404894633432,-0.389053147257
L1L+,-0.182401269504,0.0786811636421,-0.52993576121
L1R+,0.119668126159,0.142796035764,-0.540117782767
L2L+,-0.195793458775,0.0660598840426,-0.603047173378
L2R+,0.138170375569,0.147886503151,-0.624910450306
L3L+,-0.199457230486,0.0101051923319,-0.706631757792
L3R+,0.105679419949,0.220140725904,-0.751151800491
L4L+,-0.197724770137,0.0880255647929,-0.875135348419
L4R+,0.153798473086,0.153904916589,-0.860921470389
L5L+,-0.172038851878,0.103989337297,-1.0
L5R+,0.179484391345,0.169868230285,-0.98578612197
Max angle:,11.6338183692,TrXFiducials010-Z-C+-N,
T1L+,-0.159924780411,0.248465412747,0.608430207891
T1R+,0.107013525785,0.200551409241,0.651368161067
T2L+,-0.141917897744,0.147506799864,0.515318072639
T2R+,0.104171174566,0.1761636161,0.576488793239
T3L+,-0.15131088674,0.0915380682802,0.500285461632
T3R+,0.0941873065494,0.0781998015643,0.538022385808
T4L+,-0.162365195505,0.0349926973983,0.424051265499
T4R+,0.106693402808,-0.00236969616652,0.406737127058
T5L+,-0.123830464734,-0.00843712567317,0.304090052765
T5R+,0.0518311504369,-0.0053303337073,0.343171653529
T6L+,-0.141870799224,-0.0730141637974,0.249318445704
T6R+,0.148511269691,-0.080417692377,0.264897168427
T7L+,-0.122606986998,-0.129304806467,0.16510695791
T7R+,0.153613167919,-0.086398851963,0.204135836314
T8L+,-0.141442308807,-0.101750940448,-0.00989557548618
T8R+,0.129766913634,-0.137991322088,0.0464402623114
T9L+,-0.107713225462,-0.13680226207,-0.12046709742
T9R+,0.109209309193,-0.173282288179,-0.0727732711987
T10L+,-0.0794466614816,-0.104813140972,-0.197954654247
T10R+,0.133491216953,-0.138784717353,-0.182400533553
T11L+,-0.0953466845614,-0.114389207237,-0.337376830382
T11R+,0.0942920930267,-0.0767532166405,-0.290928433455
T12L+,-0.0902876434318,0.0320742158167,-0.404620601528
T12R+,0.145896931908,-0.0208276313315,-0.441087594291
L1L+,-0.14015445118,0.0561008244864,-0.513698211032
L1R+,0.160847001305,0.0722684355713,-0.493500056524
L2L+,-0.145675779792,0.0982459521606,-0.632640726813
L2R+,0.204393128329,0.127786163826,-0.638419692088
L3L+,-0.106941344822,0.117927329308,-0.735749383007
L3R+,0.203736086003,0.141381744214,-0.762209090809
L4L+,-0.153791422142,0.130223271412,-0.877855241289
L4R+,0.203757225434,0.157366265131,-0.870548912324
L5L+,-0.149074850343,0.156080763065,-1.0
L5R+,0.208473797232,0.183223756784,-0.992693671035
Max angle:,56.8796759323,TrXFiducials011-Z-C+-N,
T1L+,-0.28635499517,-0.0415211583123,0.881604907824
T1R+,-0.0196509238136,0.0171035000103,0.934474998459
